# date=2026-09-16T00:59:06,gpu=NVIDIA GeForce RTX 3090,driver=616.56,git=6a86c42+dirty,args=--n 8..26
impl,op,n,block_size,run,ms,ok
efficient,scan,524288,512,4,0.376128,1
efficient,scan,1048576,512,0,0.494336,1
efficient,scan,1048576,512,1,0.467424,1
efficient,scan,1048576,512,2,0.388384,1
efficient,scan,1048576,512,3,0.351968,1
efficient,scan,1048576,512,4,0.318784,1
efficient,scan,2097152,512,0,0.597440,1
efficient,scan,2097152,512,1,0.680832,1
efficient,scan,2097152,512,2,0.557824,1
efficient,scan,2097152,512,3,0.567712,1
efficient,scan,2097152,512,4,0.586880,1
efficient,scan,4194304,512,0,0.826464,1
efficient,scan,4194304,512,1,0.932896,1
efficient,scan,4194304,512,2,0.854144,1
efficient,scan,4194304,512,3,0.826464,1
efficient,scan,4194304,512,4,0.922368,1
efficient,scan,8388608,512,0,1.528192,1
efficient,scan,8388608,512,1,1.610176,1
efficient,scan,8388608,512,2,1.525184,1
efficient,scan,8388608,512,3,1.528992,1
efficient,scan,8388608,512,4,1.525792,1
efficient,scan,16777216,512,0,3.067040,1
efficient,scan,16777216,512,1,3.052992,1
efficient,scan,16777216,512,2,2.986720,1
efficient,scan,16777216,512,3,2.981984,1
efficient,scan,16777216,512,4,3.067392,1
efficient,scan,33554432,512,0,6.088640,1
efficient,scan,33554432,512,1,6.232928,1
efficient,scan,33554432,512,2,6.127552,1
efficient,scan,33554432,512,3,6.226496,1
efficient,scan,33554432,512,4,6.147872,1
efficient,scan,67108864,512,0,12.415776,1
efficient,scan,67108864,512,1,13.481376,1
efficient,scan,67108864,512,2,12.398400,1
efficient,scan,67108864,512,3,12.410016,1
efficient,scan,67108864,512,4,12.416448,1
efficient,scan,256,1024,0,0.091136,1
efficient,scan,256,1024,1,0.091136,1
efficient,scan,256,1024,2,0.091136,1
efficient,scan,256,1024,3,0.091136,1
efficient,scan,256,1024,4,0.090112,1
efficient,scan,512,1024,0,0.118784,1
efficient,scan,512,1024,1,0.284672,1
efficient,scan,512,1024,2,0.096256,1
efficient,scan,512,1024,3,0.098304,1
efficient,scan,512,1024,4,0.096256,1
efficient,scan,1024,1024,0,0.149504,1
efficient,scan,1024,1024,1,0.151552,1
efficient,scan,1024,1024,2,0.152576,1
efficient,scan,1024,1024,3,0.138240,1
efficient,scan,1024,1024,4,0.147456,1
efficient,scan,2048,1024,0,0.176128,1
efficient,scan,2048,1024,1,0.315392,1
efficient,scan,2048,1024,2,0.149504,1
efficient,scan,2048,1024,3,0.140288,1
efficient,scan,2048,1024,4,0.141312,1
efficient,scan,4096,1024,0,0.169984,1
efficient,scan,4096,1024,1,0.138240,1
efficient,scan,4096,1024,2,0.176128,1
efficient,scan,4096,1024,3,0.181248,1
efficient,scan,4096,1024,4,0.179200,1
efficient,scan,8192,1024,0,0.196608,1
efficient,scan,8192,1024,1,0.148480,1
efficient,scan,8192,1024,2,0.217088,1
efficient,scan,8192,1024,3,0.163840,1
efficient,scan,8192,1024,4,0.161792,1
efficient,scan,16384,1024,0,0.165888,1
efficient,scan,16384,1024,1,0.156672,1
efficient,scan,16384,1024,2,0.167936,1
efficient,scan,16384,1024,3,0.236544,1
efficient,scan,16384,1024,4,0.238592,1
efficient,scan,32768,1024,0,0.293504,1
efficient,scan,32768,1024,1,0.523104,1
efficient,scan,32768,1024,2,0.265824,1
efficient,scan,32768,1024,3,0.331360,1
efficient,scan,32768,1024,4,0.283936,1
efficient,scan,65536,1024,0,0.281312,1
efficient,scan,65536,1024,1,0.486240,1
efficient,scan,65536,1024,2,0.302912,1
efficient,scan,65536,1024,3,0.284448,1
efficient,scan,65536,1024,4,0.307776,1
efficient,scan,131072,1024,0,0.300160,1
efficient,scan,131072,1024,1,0.551104,1
efficient,scan,131072,1024,2,0.446656,1
efficient,scan,131072,1024,3,0.321696,1
efficient,scan,131072,1024,4,0.315968,1
efficient,scan,262144,1024,0,0.358752,1
efficient,scan,262144,1024,1,1.032416,1
efficient,scan,262144,1024,2,0.434080,1
efficient,scan,262144,1024,3,0.499360,1
efficient,scan,262144,1024,4,0.340864,1
efficient,scan,524288,1024,0,0.720192,1
efficient,scan,524288,1024,1,0.653696,1
efficient,scan,524288,1024,2,0.329536,1
efficient,scan,524288,1024,3,0.334304,1
efficient,scan,524288,1024,4,0.676064,1
efficient,scan,1048576,1024,0,0.415552,1
efficient,scan,1048576,1024,1,0.943136,1
efficient,scan,1048576,1024,2,0.411584,1
efficient,scan,1048576,1024,3,0.370368,1
efficient,scan,1048576,1024,4,0.402720,1
efficient,scan,2097152,1024,0,0.635968,1
efficient,scan,2097152,1024,1,1.140192,1
efficient,scan,2097152,1024,2,0.735392,1
efficient,scan,2097152,1024,3,0.769568,1
efficient,scan,2097152,1024,4,0.655840,1
efficient,scan,4194304,1024,0,1.105088,1
efficient,scan,4194304,1024,1,1.182304,1
efficient,scan,4194304,1024,2,1.211456,1
efficient,scan,4194304,1024,3,1.096256,1
efficient,scan,4194304,1024,4,1.096032,1
efficient,scan,8388608,1024,0,2.105312,1
efficient,scan,8388608,1024,1,2.206304,1
efficient,scan,8388608,1024,2,2.114432,1
efficient,scan,8388608,1024,3,2.111712,1
efficient,scan,8388608,1024,4,2.117472,1
efficient,scan,16777216,1024,0,4.024448,1
efficient,scan,16777216,1024,1,4.097312,1
efficient,scan,16777216,1024,2,4.019296,1
efficient,scan,16777216,1024,3,4.026080,1
efficient,scan,16777216,1024,4,4.009664,1
efficient,scan,33554432,1024,0,8.161696,1
efficient,scan,33554432,1024,1,8.295680,1
efficient,scan,33554432,1024,2,8.160288,1
efficient,scan,33554432,1024,3,8.162112,1
efficient,scan,33554432,1024,4,8.233632,1
efficient,scan,67108864,1024,0,16.504768,1
efficient,scan,67108864,1024,1,16.602592,1
efficient,scan,67108864,1024,2,16.503424,1
efficient,scan,67108864,1024,3,16.498272,1
efficient,scan,67108864,1024,4,16.500383,1
efficient,compact,256,32,0,0.137216,1
efficient,compact,256,32,1,0.137216,1
efficient,compact,256,32,2,0.153600,1
efficient,compact,256,32,3,0.152576,1
efficient,compact,256,32,4,0.147456,1
efficient,compact,512,32,0,0.156672,1
efficient,compact,512,32,1,0.458752,1
efficient,compact,512,32,2,0.173216,1
efficient,compact,512,32,3,0.158720,1
efficient,compact,512,32,4,0.166912,1
efficient,compact,1024,32,0,0.166912,1
efficient,compact,1024,32,1,0.134144,1
efficient,compact,1024,32,2,0.288768,1
efficient,compact,1024,32,3,0.173056,1
efficient,compact,1024,32,4,0.169984,1
efficient,compact,2048,32,0,0.181248,1
efficient,compact,2048,32,1,0.148480,1
efficient,compact,2048,32,2,0.167936,1
efficient,compact,2048,32,3,0.181248,1
efficient,compact,2048,32,4,0.157696,1
efficient,compact,4096,32,0,0.176128,1
efficient,compact,4096,32,1,0.152576,1
efficient,compact,4096,32,2,0.197632,1
efficient,compact,4096,32,3,0.199680,1
efficient,compact,4096,32,4,0.202752,1
efficient,compact,8192,32,0,0.490496,1
efficient,compact,8192,32,1,0.175392,1
efficient,compact,8192,32,2,0.212992,1
efficient,compact,8192,32,3,0.212992,1
efficient,compact,8192,32,4,0.219136,1
efficient,compact,16384,32,0,0.261120,1
efficient,compact,16384,32,1,0.358400,1
efficient,compact,16384,32,2,0.216064,1
efficient,compact,16384,32,3,0.258048,1
efficient,compact,16384,32,4,0.223232,1
efficient,compact,32768,32,0,0.299552,1
efficient,compact,32768,32,1,0.302848,1
efficient,compact,32768,32,2,0.312960,1
efficient,compact,32768,32,3,0.310656,1
efficient,compact,32768,32,4,0.289280,1
efficient,compact,65536,32,0,0.298624,1
efficient,compact,65536,32,1,0.346688,1
efficient,compact,65536,32,2,0.288320,1
efficient,compact,65536,32,3,0.353280,1
efficient,compact,65536,32,4,0.388576,1
efficient,compact,131072,32,0,0.600928,1
efficient,compact,131072,32,1,0.421568,1
efficient,compact,131072,32,2,0.354496,1
efficient,compact,131072,32,3,0.379072,1
efficient,compact,131072,32,4,0.392768,1
efficient,compact,262144,32,0,0.503648,1
efficient,compact,262144,32,1,0.496480,1
efficient,compact,262144,32,2,0.497600,1
efficient,compact,262144,32,3,0.454048,1
efficient,compact,262144,32,4,0.448544,1
efficient,compact,524288,32,0,0.673376,1
efficient,compact,524288,32,1,0.793760,1
efficient,compact,524288,32,2,0.531328,1
efficient,compact,524288,32,3,0.534976,1
efficient,compact,524288,32,4,0.555904,1
efficient,compact,1048576,32,0,0.973120,1
efficient,compact,1048576,32,1,1.310272,1
efficient,compact,1048576,32,2,0.983200,1
efficient,compact,1048576,32,3,0.969120,1
efficient,compact,1048576,32,4,0.971136,1
efficient,compact,2097152,32,0,1.898368,1
efficient,compact,2097152,32,1,2.422752,1
efficient,compact,2097152,32,2,1.896352,1
efficient,compact,2097152,32,3,1.896288,1
efficient,compact,2097152,32,4,1.905248,1
efficient,compact,4194304,32,0,3.807744,1
efficient,compact,4194304,32,1,4.125280,1
efficient,compact,4194304,32,2,3.808736,1
efficient,compact,4194304,32,3,3.818528,1
efficient,compact,4194304,32,4,3.809536,1
efficient,compact,8388608,32,0,7.787808,1
efficient,compact,8388608,32,1,8.222080,1
efficient,compact,8388608,32,2,7.789856,1
efficient,compact,8388608,32,3,7.859072,1
efficient,compact,8388608,32,4,7.788064,1
efficient,compact,16777216,32,0,16.038656,1
efficient,compact,16777216,32,1,16.123327,1
efficient,compact,16777216,32,2,16.030560,1
efficient,compact,16777216,32,3,16.029024,1
efficient,compact,16777216,32,4,16.038719,1
efficient,compact,33554432,32,0,33.159138,1
efficient,compact,33554432,32,1,33.249599,1
efficient,compact,33554432,32,2,33.162849,1
efficient,compact,33554432,32,3,33.157631,1
efficient,compact,33554432,32,4,33.157570,1
efficient,compact,67108864,32,0,68.626465,1
efficient,compact,67108864,32,1,68.716995,1
efficient,compact,67108864,32,2,68.644226,1
efficient,compact,67108864,32,3,68.646019,1
efficient,compact,67108864,32,4,68.725693,1
efficient,compact,256,64,0,0.148480,1
efficient,compact,256,64,1,0.136192,1
efficient,compact,256,64,2,0.152576,1
efficient,compact,256,64,3,0.137216,1
efficient,compact,256,64,4,0.150528,1
efficient,compact,512,64,0,0.156672,1
efficient,compact,512,64,1,0.477184,1
efficient,compact,512,64,2,0.544800,1
efficient,compact,512,64,3,0.138496,1
efficient,compact,512,64,4,0.143360,1
efficient,compact,1024,64,0,0.169984,1
efficient,compact,1024,64,1,0.299008,1
efficient,compact,1024,64,2,0.146432,1
efficient,compact,1024,64,3,0.168960,1
efficient,compact,1024,64,4,0.653312,1
efficient,compact,2048,64,0,0.176128,1
efficient,compact,2048,64,1,0.141312,1
efficient,compact,2048,64,2,0.167936,1
efficient,compact,2048,64,3,0.178176,1
efficient,compact,2048,64,4,0.165888,1
efficient,compact,4096,64,0,0.487424,1
efficient,compact,4096,64,1,0.168224,1
efficient,compact,4096,64,2,0.179200,1
efficient,compact,4096,64,3,0.181248,1
efficient,compact,4096,64,4,0.207936,1
efficient,compact,8192,64,0,0.220160,1
efficient,compact,8192,64,1,0.411648,1
efficient,compact,8192,64,2,0.159744,1
efficient,compact,8192,64,3,0.216064,1
efficient,compact,8192,64,4,0.232448,1
efficient,compact,16384,64,0,0.219136,1
efficient,compact,16384,64,1,0.183296,1
efficient,compact,16384,64,2,0.272384,1
efficient,compact,16384,64,3,0.362496,1
efficient,compact,16384,64,4,0.185344,1
efficient,compact,32768,64,0,0.258656,1
efficient,compact,32768,64,1,0.305952,1
efficient,compact,32768,64,2,0.281120,1
efficient,compact,32768,64,3,0.279456,1
efficient,compact,32768,64,4,0.273248,1
efficient,compact,65536,64,0,0.313792,1
efficient,compact,65536,64,1,0.330784,1
efficient,compact,65536,64,2,0.289376,1
efficient,compact,65536,64,3,0.285216,1
efficient,compact,65536,64,4,0.295616,1
efficient,compact,131072,64,0,0.354656,1
efficient,compact,131072,64,1,0.373248,1
efficient,compact,131072,64,2,0.316704,1
efficient,compact,131072,64,3,0.329088,1
efficient,compact,131072,64,4,0.635392,1
efficient,compact,262144,64,0,0.394592,1
efficient,compact,262144,64,1,0.415104,1
efficient,compact,262144,64,2,0.407392,1
efficient,compact,262144,64,3,0.442144,1
efficient,compact,262144,64,4,0.416096,1
efficient,compact,524288,64,0,0.501248,1
efficient,compact,524288,64,1,0.670208,1
efficient,compact,524288,64,2,0.492224,1
efficient,compact,524288,64,3,0.468384,1
efficient,compact,524288,64,4,0.464512,1
efficient,compact,1048576,64,0,0.586624,1
efficient,compact,1048576,64,1,0.886016,1
efficient,compact,1048576,64,2,0.679552,1
efficient,compact,1048576,64,3,0.675904,1
efficient,compact,1048576,64,4,0.618496,1
efficient,compact,2097152,64,0,1.056256,1
efficient,compact,2097152,64,1,1.351360,1
efficient,compact,2097152,64,2,1.098368,1
efficient,compact,2097152,64,3,1.055648,1
efficient,compact,2097152,64,4,1.131136,1
efficient,compact,4194304,64,0,2.051072,1
efficient,compact,4194304,64,1,2.127872,1
efficient,compact,4194304,64,2,2.128352,1
efficient,compact,4194304,64,3,2.049920,1
efficient,compact,4194304,64,4,2.051456,1
efficient,compact,8388608,64,0,4.107392,1
efficient,compact,8388608,64,1,4.201024,1
efficient,compact,8388608,64,2,4.111072,1
efficient,compact,8388608,64,3,4.108320,1
efficient,compact,8388608,64,4,4.110720,1
efficient,compact,16777216,64,0,8.364384,1
efficient,compact,16777216,64,1,8.444768,1
efficient,compact,16777216,64,2,8.364640,1
efficient,compact,16777216,64,3,8.365184,1
efficient,compact,16777216,64,4,8.384160,1
efficient,compact,33554432,64,0,17.189119,1
efficient,compact,33554432,64,1,17.271456,1
efficient,compact,33554432,64,2,17.202623,1
efficient,compact,33554432,64,3,17.206335,1
efficient,compact,33554432,64,4,17.209473,1
efficient,compact,67108864,64,0,35.459232,1
efficient,compact,67108864,64,1,35.544830,1
efficient,compact,67108864,64,2,35.464993,1
efficient,compact,67108864,64,3,35.460129,1
efficient,compact,67108864,64,4,35.457790,1
efficient,compact,256,128,0,0.147456,1
efficient,compact,256,128,1,0.142336,1
efficient,compact,256,128,2,0.137216,1
efficient,compact,256,128,3,0.151552,1
efficient,compact,256,128,4,0.140288,1
efficient,compact,512,128,0,0.180224,1
efficient,compact,512,128,1,0.470176,1
efficient,compact,512,128,2,0.430080,1
efficient,compact,512,128,3,0.205824,1
efficient,compact,512,128,4,0.452896,1
efficient,compact,1024,128,0,0.174080,1
efficient,compact,1024,128,1,0.157696,1
efficient,compact,1024,128,2,0.165888,1
efficient,compact,1024,128,3,0.171008,1
efficient,compact,1024,128,4,0.164864,1
efficient,compact,2048,128,0,0.139264,1
efficient,compact,2048,128,1,0.165888,1
efficient,compact,2048,128,2,0.167936,1
efficient,compact,2048,128,3,0.166912,1
efficient,compact,2048,128,4,0.172032,1
efficient,compact,4096,128,0,0.190464,1
efficient,compact,4096,128,1,0.145408,1
efficient,compact,4096,128,2,0.476160,1
efficient,compact,4096,128,3,0.199680,1
efficient,compact,4096,128,4,0.163840,1
efficient,compact,8192,128,0,0.207872,1
efficient,compact,8192,128,1,0.181248,1
efficient,compact,8192,128,2,0.220160,1
efficient,compact,8192,128,3,0.235520,1
efficient,compact,8192,128,4,0.201728,1
efficient,compact,16384,128,0,0.232448,1
efficient,compact,16384,128,1,0.225280,1
efficient,compact,16384,128,2,0.238592,1
efficient,compact,16384,128,3,0.224256,1
efficient,compact,16384,128,4,0.226304,1
efficient,compact,32768,128,0,0.362240,1
efficient,compact,32768,128,1,0.361024,1
efficient,compact,32768,128,2,0.265312,1
efficient,compact,32768,128,3,0.274784,1
efficient,compact,32768,128,4,0.274272,1
efficient,compact,65536,128,0,0.279232,1
efficient,compact,65536,128,1,0.291648,1
efficient,compact,65536,128,2,0.287520,1
efficient,compact,65536,128,3,0.283520,1
efficient,compact,65536,128,4,0.280128,1
efficient,compact,131072,128,0,0.305120,1
efficient,compact,131072,128,1,0.624352,1
efficient,compact,131072,128,2,0.291744,1
efficient,compact,131072,128,3,0.303264,1
efficient,compact,131072,128,4,0.347488,1
efficient,compact,262144,128,0,0.424640,1
efficient,compact,262144,128,1,0.397696,1
efficient,compact,262144,128,2,0.393760,1
efficient,compact,262144,128,3,0.355936,1
efficient,compact,262144,128,4,0.323072,1
efficient,compact,524288,128,0,0.432576,1
efficient,compact,524288,128,1,0.672256,1
efficient,compact,524288,128,2,0.418912,1
efficient,compact,524288,128,3,0.438016,1
efficient,compact,524288,128,4,0.421728,1
efficient,compact,1048576,128,0,0.496160,1
efficient,compact,1048576,128,1,0.894112,1
efficient,compact,1048576,128,2,0.529024,1
efficient,compact,1048576,128,3,0.495552,1
efficient,compact,1048576,128,4,0.471392,1
efficient,compact,2097152,128,0,0.739104,1
efficient,compact,2097152,128,1,0.807104,1
efficient,compact,2097152,128,2,0.715840,1
efficient,compact,2097152,128,3,0.724160,1
efficient,compact,2097152,128,4,0.715456,1
efficient,compact,4194304,128,0,1.365120,1
efficient,compact,4194304,128,1,1.436000,1
efficient,compact,4194304,128,2,1.436480,1
efficient,compact,4194304,128,3,1.350496,1
efficient,compact,4194304,128,4,1.343744,1
efficient,compact,8388608,128,0,2.597216,1
efficient,compact,8388608,128,1,2.669920,1
efficient,compact,8388608,128,2,2.593600,1
efficient,compact,8388608,128,3,2.593120,1
efficient,compact,8388608,128,4,2.587808,1
efficient,compact,16777216,128,0,5.183680,1
efficient,compact,16777216,128,1,5.270688,1
efficient,compact,16777216,128,2,5.189952,1
efficient,compact,16777216,128,3,5.197056,1
efficient,compact,16777216,128,4,5.195136,1
efficient,compact,33554432,128,0,10.521888,1
efficient,compact,33554432,128,1,10.600992,1
efficient,compact,33554432,128,2,10.534656,1
efficient,compact,33554432,128,3,10.513920,1
efficient,compact,33554432,128,4,10.610112,1
efficient,compact,67108864,128,0,21.479521,1
efficient,compact,67108864,128,1,21.568352,1
efficient,compact,67108864,128,2,21.482241,1
efficient,compact,67108864,128,3,21.555679,1
efficient,compact,67108864,128,4,21.509249,1
efficient,compact,256,256,0,0.156672,1
efficient,compact,256,256,1,0.159744,1
efficient,compact,256,256,2,0.134144,1
efficient,compact,256,256,3,0.140288,1
efficient,compact,256,256,4,0.140288,1
efficient,compact,512,256,0,0.141312,1
efficient,compact,512,256,1,0.458752,1
efficient,compact,512,256,2,0.156736,1
efficient,compact,512,256,3,0.143360,1
efficient,compact,512,256,4,0.167936,1
efficient,compact,1024,256,0,0.156672,1
efficient,compact,1024,256,1,0.141312,1
efficient,compact,1024,256,2,0.182272,1
efficient,compact,1024,256,3,0.171008,1
efficient,compact,1024,256,4,0.174080,1
efficient,compact,2048,256,0,0.169984,1
efficient,compact,2048,256,1,0.154624,1
efficient,compact,2048,256,2,0.161792,1
efficient,compact,2048,256,3,0.176128,1
efficient,compact,2048,256,4,0.174080,1
efficient,compact,4096,256,0,0.208896,1
efficient,compact,4096,256,1,0.162816,1
efficient,compact,4096,256,2,0.222304,1
efficient,compact,4096,256,3,0.175104,1
efficient,compact,4096,256,4,0.163840,1
efficient,compact,8192,256,0,0.216064,1
efficient,compact,8192,256,1,0.173056,1
efficient,compact,8192,256,2,0.226304,1
efficient,compact,8192,256,3,0.225280,1
efficient,compact,8192,256,4,0.210944,1
efficient,compact,16384,256,0,0.178176,1
efficient,compact,16384,256,1,0.173056,1
efficient,compact,16384,256,2,0.233472,1
efficient,compact,16384,256,3,0.227328,1
efficient,compact,16384,256,4,0.231424,1
efficient,compact,32768,256,0,0.274144,1
efficient,compact,32768,256,1,0.693024,1
efficient,compact,32768,256,2,0.276576,1
efficient,compact,32768,256,3,0.277344,1
efficient,compact,32768,256,4,0.278080,1
efficient,compact,65536,256,0,0.297696,1
efficient,compact,65536,256,1,0.452064,1
efficient,compact,65536,256,2,0.348032,1
efficient,compact,65536,256,3,0.290496,1
efficient,compact,65536,256,4,0.321248,1
efficient,compact,131072,256,0,0.294592,1
efficient,compact,131072,256,1,0.390592,1
efficient,compact,131072,256,2,0.312672,1
efficient,compact,131072,256,3,0.292000,1
efficient,compact,131072,256,4,0.330432,1
efficient,compact,262144,256,0,0.323456,1
efficient,compact,262144,256,1,0.677824,1
efficient,compact,262144,256,2,0.372864,1
efficient,compact,262144,256,3,0.588224,1
efficient,compact,262144,256,4,0.335488,1
efficient,compact,524288,256,0,0.392064,1
efficient,compact,524288,256,1,0.488128,1
efficient,compact,524288,256,2,0.412928,1
efficient,compact,524288,256,3,0.397920,1
efficient,compact,524288,256,4,0.356928,1
efficient,compact,1048576,256,0,0.388544,1
efficient,compact,1048576,256,1,0.811552,1
efficient,compact,1048576,256,2,0.379808,1
efficient,compact,1048576,256,3,0.430720,1
efficient,compact,1048576,256,4,0.387072,1
efficient,compact,2097152,256,0,0.649440,1
efficient,compact,2097152,256,1,1.052512,1
efficient,compact,2097152,256,2,0.657792,1
efficient,compact,2097152,256,3,0.656896,1
efficient,compact,2097152,256,4,0.678784,1
efficient,compact,4194304,256,0,1.061408,1
efficient,compact,4194304,256,1,1.191360,1
efficient,compact,4194304,256,2,1.130784,1
efficient,compact,4194304,256,3,1.066688,1
efficient,compact,4194304,256,4,1.078304,1
efficient,compact,8388608,256,0,1.945792,1
efficient,compact,8388608,256,1,2.023616,1
efficient,compact,8388608,256,2,2.021632,1
efficient,compact,8388608,256,3,1.945664,1
efficient,compact,8388608,256,4,1.945824,1
efficient,compact,16777216,256,0,3.831552,1
efficient,compact,16777216,256,1,3.914720,1
efficient,compact,16777216,256,2,3.846272,1
efficient,compact,16777216,256,3,3.819008,1
efficient,compact,16777216,256,4,3.817056,1
efficient,compact,33554432,256,0,7.612416,1
efficient,compact,33554432,256,1,8.695392,1
efficient,compact,33554432,256,2,7.584000,1
efficient,compact,33554432,256,3,7.597792,1
efficient,compact,33554432,256,4,7.609440,1
efficient,compact,67108864,256,0,15.317824,1
efficient,compact,67108864,256,1,15.417216,1
efficient,compact,67108864,256,2,15.407840,1
efficient,compact,67108864,256,3,15.329920,1
efficient,compact,67108864,256,4,15.320448,1
efficient,compact,256,512,0,0.147456,1
efficient,compact,256,512,1,0.152576,1
efficient,compact,256,512,2,0.151552,1
efficient,compact,256,512,3,0.150528,1
efficient,compact,256,512,4,0.139264,1
efficient,compact,512,512,0,0.158720,1
efficient,compact,512,512,1,0.481280,1
efficient,compact,512,512,2,0.427008,1
efficient,compact,512,512,3,0.142336,1
efficient,compact,512,512,4,0.143360,1
efficient,compact,1024,512,0,0.458752,1
efficient,compact,1024,512,1,0.161792,1
efficient,compact,1024,512,2,0.179200,1
efficient,compact,1024,512,3,0.173056,1
efficient,compact,1024,512,4,0.171008,1
efficient,compact,2048,512,0,0.175104,1
efficient,compact,2048,512,1,0.203776,1
efficient,compact,2048,512,2,0.152576,1
efficient,compact,2048,512,3,0.198656,1
efficient,compact,2048,512,4,0.182272,1
efficient,compact,4096,512,0,0.190464,1
efficient,compact,4096,512,1,0.315392,1
efficient,compact,4096,512,2,0.248832,1
efficient,compact,4096,512,3,0.196608,1
efficient,compact,4096,512,4,0.182272,1
efficient,compact,8192,512,0,0.229376,1
efficient,compact,8192,512,1,0.196640,1
efficient,compact,8192,512,2,0.200704,1
efficient,compact,8192,512,3,0.222208,1
efficient,compact,8192,512,4,0.300032,1
efficient,compact,16384,512,0,0.238592,1
efficient,compact,16384,512,1,0.201728,1
efficient,compact,16384,512,2,0.245760,1
efficient,compact,16384,512,3,0.238592,1
efficient,compact,16384,512,4,0.224256,1
efficient,compact,32768,512,0,0.334400,1
efficient,compact,32768,512,1,0.292736,1
efficient,compact,32768,512,2,0.266944,1
efficient,compact,32768,512,3,0.263296,1
efficient,compact,32768,512,4,0.259456,1
efficient,compact,65536,512,0,0.574240,1
efficient,compact,65536,512,1,0.324384,1
efficient,compact,65536,512,2,0.318304,1
efficient,compact,65536,512,3,0.305312,1
efficient,compact,65536,512,4,0.290912,1
efficient,compact,131072,512,0,0.316544,1
efficient,compact,131072,512,1,0.395008,1
efficient,compact,131072,512,2,0.334048,1
efficient,compact,131072,512,3,0.297216,1
efficient,compact,131072,512,4,0.450752,1
efficient,compact,262144,512,0,0.359008,1
efficient,compact,262144,512,1,0.388032,1
efficient,compact,262144,512,2,0.337472,1
efficient,compact,262144,512,3,0.351648,1
efficient,compact,262144,512,4,0.619200,1
efficient,compact,524288,512,0,0.347360,1
efficient,compact,524288,512,1,0.591776,1
efficient,compact,524288,512,2,0.391232,1
efficient,compact,524288,512,3,0.374496,1
efficient,compact,524288,512,4,0.415744,1
efficient,compact,1048576,512,0,0.394496,1
efficient,compact,1048576,512,1,0.613280,1
efficient,compact,1048576,512,2,0.504608,1
efficient,compact,1048576,512,3,0.521760,1
efficient,compact,1048576,512,4,0.432832,1
efficient,compact,2097152,512,0,0.702752,1
efficient,compact,2097152,512,1,0.759360,1
efficient,compact,2097152,512,2,0.756416,1
efficient,compact,2097152,512,3,0.659232,1
efficient,compact,2097152,512,4,0.706976,1
efficient,compact,4194304,512,0,1.104000,1
efficient,compact,4194304,512,1,1.483328,1
efficient,compact,4194304,512,2,0.994272,1
efficient,compact,4194304,512,3,1.076224,1
efficient,compact,4194304,512,4,1.031392,1
efficient,compact,8388608,512,0,1.896576,1
efficient,compact,8388608,512,1,2.263008,1
efficient,compact,8388608,512,2,1.868224,1
efficient,compact,8388608,512,3,1.843264,1
efficient,compact,8388608,512,4,1.840064,1
efficient,compact,16777216,512,0,3.619168,1
efficient,compact,16777216,512,1,3.674848,1
efficient,compact,16777216,512,2,3.608672,1
efficient,compact,16777216,512,3,3.590048,1
efficient,compact,16777216,512,4,3.613664,1
efficient,compact,33554432,512,0,7.135776,1
efficient,compact,33554432,512,1,7.243584,1
efficient,compact,33554432,512,2,7.145088,1
efficient,compact,33554432,512,3,7.156640,1
efficient,compact,33554432,512,4,7.155392,1
efficient,compact,67108864,512,0,14.365920,1
efficient,compact,67108864,512,1,14.466400,1
efficient,compact,67108864,512,2,14.351072,1
efficient,compact,67108864,512,3,14.375616,1
efficient,compact,67108864,512,4,14.395360,1
efficient,compact,256,1024,0,0.126976,1
efficient,compact,256,1024,1,0.135168,1
efficient,compact,256,1024,2,0.143360,1
efficient,compact,256,1024,3,0.151552,1
efficient,compact,256,1024,4,0.137376,1
efficient,compact,512,1024,0,0.158720,1
efficient,compact,512,1024,1,0.459776,1
efficient,compact,512,1024,2,0.248832,1
efficient,compact,512,1024,3,0.135168,1
efficient,compact,512,1024,4,0.142336,1
efficient,compact,1024,1024,0,0.161792,1
efficient,compact,1024,1024,1,0.155648,1
efficient,compact,1024,1024,2,0.171008,1
efficient,compact,1024,1024,3,0.169984,1
efficient,compact,1024,1024,4,0.168960,1
efficient,compact,2048,1024,0,0.160768,1
efficient,compact,2048,1024,1,0.151552,1
efficient,compact,2048,1024,2,0.196608,1
efficient,compact,2048,1024,3,0.176128,1
efficient,compact,2048,1024,4,0.175104,1
efficient,compact,4096,1024,0,0.179200,1
efficient,compact,4096,1024,1,0.151552,1
efficient,compact,4096,1024,2,0.192512,1
efficient,compact,4096,1024,3,0.227328,1
efficient,compact,4096,1024,4,0.202752,1
efficient,compact,8192,1024,0,0.230400,1
efficient,compact,8192,1024,1,0.177152,1
efficient,compact,8192,1024,2,0.210944,1
efficient,compact,8192,1024,3,0.215040,1
efficient,compact,8192,1024,4,0.189440,1
efficient,compact,16384,1024,0,0.237568,1
efficient,compact,16384,1024,1,0.191488,1
efficient,compact,16384,1024,2,0.241664,1
efficient,compact,16384,1024,3,0.222208,1
efficient,compact,16384,1024,4,0.238592,1
efficient,compact,32768,1024,0,0.327072,1
efficient,compact,32768,1024,1,0.326336,1
efficient,compact,32768,1024,2,0.260800,1
efficient,compact,32768,1024,3,0.271648,1
efficient,compact,32768,1024,4,0.258944,1
efficient,compact,65536,1024,0,0.279904,1
